2017年01月07日20:51:58|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|2786|C:\WINDOWS\system32\drivers\etc\hosts|创建|
2017年01月07日20:52:00|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|2616|e:\a\a.txt|创建|
2017年01月07日20:53:03|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|2616|e:\a\a.txt|删除|
2017年01月07日21:52:57|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|3216|C:\WINDOWS\system32\drivers\etc\hosts|删除|
2017年01月08日15:09:50|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|1952|C:\WINDOWS\system32\drivers\etc\hosts|创建|
2017年01月08日15:09:52|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|1952|C:\WINDOWS\system32\drivers\etc\hosts|创建|
2017年01月08日15:09:54|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|1952|C:\WINDOWS\system32\drivers\etc\hosts|创建|
2017年01月08日15:09:55|E:\Program Files\Microsoft Visual Studio\MyProjects\test\CreateFileTest\Debug\CreateFileTest.exe|3304|C:\WINDOWS\system32\drivers\etc\networks|创建|
2017年04月06日16:37:10||0|E:\a\a.txt|创建|
2017年04月06日16:37:10||0|E:\a\a.txt|创建|
2017年04月06日16:37:10||0|E:\a\a.txt|创建|
2017年04月06日16:37:11||0|E:\a\a.txt|创建|
2017年04月06日16:37:11||0|E:\a\a.txt|创建|
2017年04月06日16:37:11||0|E:\a\a.txt|创建|
2017年04月06日16:37:11||0|E:\a\a.txt|创建|
2017年04月06日16:37:12||0|E:\a\a.txt|创建|
2017年04月06日16:37:12||0|E:\a\a.txt|创建|
2017年04月06日16:37:12||0|E:\a\a.txt|创建|
2017年04月06日16:37:12||0|E:\a\a.txt|创建|
2017年04月06日16:37:12||0|E:\a\a.txt|创建|
2017年04月06日16:37:13||0|E:\a\a.txt|创建|
2017年04月06日16:37:13||0|E:\a\a.txt|创建|
2017年04月06日16:37:13||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:14||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:15||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
2017年04月06日16:37:16||0|E:\a\a.txt|创建|
